Year,Market,Company code,Company name,Proposal Status,Dividend in respect of the year (quarter),Dividend Period,Times,Date of the Board of Directors,Date of the Shareholders' Meeting,Cash dividends distributed from retained earnings (NTD/share),Cash distributed from legal reserve (NTD/share),Cash distributed from capital surplus (NTD/share),Total amount of cash distributed to shareholders (NTD),Stock dividends distributed from retained earnings(NTD/share),Stock distributed from legal reserve (NTD/share),Stock distributed from capital surplus (NTD/share),Total amount of stock distributed to shareholders
2020,TPEx Listed Company,3259,3S,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/11,2021/06/21,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3260,ADATA,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/24,2021/06/28,3.50000000,0.0,0.0,808194258,0.0,0.0,0.0,0
2020,TPEx Listed Company,3264,Ardentec,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/25,2021/05/27,2.00000000,0.0,0.0,980383952,0.0,0.0,0.0,0
2020,TPEx Listed Company,3265,WST,Resolution by the Board of Directors,2020 H2,2020/07/01~ 2020/12/31,1,2021/03/09,Not applicable,1.22938400,0.0,0.0,167518000,0.0,0.0,0.0,0
2020,Listed Company,3266,SUNTY,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/17,2021/06/18,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3268,Higher Way,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/24,0.50000000,0.0,0.0,16713136,0.0,0.0,0.0,0
2020,TPEx Listed Company,3272,GW,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/15,2021/06/10,1.80000000,0.0,0.0,97808944,0.0,0.0,0.0,0
2020,TPEx Listed Company,3276,tht,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/16,2021/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3284,TOP,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/16,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3285,MT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/21,0.35000000,0.0,0.0,14957363,0.0,0.0,0.0,0
2020,TPEx Listed Company,3287,Kworld,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3288,SiTI,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/19,2021/06/07,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3289,IST,Resolution by the Board of Directors,2020 Q4,2020/10/01~ 2020/12/31,1,2021/03/05,Not applicable,0.60000000,0.0,0.0,56145073,0.0,0.0,0.0,0
2020,TPEx Listed Company,3290,DONPON,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/19,2021/06/10,0.20000000,0.0,0.0,19909785,0.0,0.0,0.0,0
2020,TPEx Listed Company,3293,IGS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/25,42.00000000,0.0,0.0,2958916380,0.0,0.0,0.0,0
2020,TPEx Listed Company,3294,Megaforce,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/19,2021/06/07,0.50000000,0.0,0.0,66007960,0.0,0.0,0.0,0
2020,Listed Company,3296,POWERTECH,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/15,2021/06/10,0.0,0.0,0.23000000,22246624,0.0,0.0,0.0,0
2020,TPEx Listed Company,3297,Hunt,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/11,2021/05/31,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3303,UNIVACCO,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/25,Not applicable,1.40000000,0.0,0.0,130245650,0.0,0.0,0.0,0
2020,Listed Company,3305,SHENMAO,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/18,2021/06/10,1.50000000,0.0,0.0,176514407,0.0,0.0,0.0,0
2020,TPEx Listed Company,3306,RoyalTek,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/22,2021/06/11,0.50000000,0.0,0.0,25303851,0.0,0.0,0.0,0
2020,Listed Company,3308,BESTEC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3310,CHIALIN,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/24,2021/06/16,0.0,0.0,1.50000000,75337904,0.0,0.0,0.0,0
2020,Listed Company,3311,Silitech,Resolution by the Board of Directors,2020 Q1,2020/01/01~ 2020/03/31,1,2020/04/24,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Listed Company,3312,G.M.I,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/25,0.0,0.0,0.0,0,1.00000000,0.0,0.0,12511405
2020,TPEx Listed Company,3313,FCD,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/09,2021/05/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3317,NIKO-SEM,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/19,Not applicable,1.00000000,0.0,0.0,61251550,0.0,0.0,0.0,0
2020,Listed Company,3321,UNIFLEX,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/22,2021/05/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3322,JEM,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/18,2021/06/11,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3323,Celxpert,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/12,Not applicable,2.50000000,0.0,0.0,200764785,0.0,0.0,0.0,0
2020,TPEx Listed Company,3324,AURAS,Proposed by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/16,2021/06/10,5.50000000,0.0,0.0,482130506,0.0,0.0,0.0,0
2020,TPEx Listed Company,3325,Casing,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/19,Not applicable,1.21668991,0.0,1.28330998,211586439,0.0,0.0,0.0,0
2020,TPEx Listed Company,3332,CINCON,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/06/28,1.00000000,0.0,0.0,48104246,0.0,0.0,0.0,0
2020,Listed Company,3338,TAISOL,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/26,2021/05/25,1.80000000,0.0,0.0,158099654,0.0,0.0,0.0,0
2020,TPEx Listed Company,3339,TEKCORE,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/16,2021/06/23,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Public Company,3342,ECMOS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/10,2021/05/27,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Listed Company,3346,Laster Tech,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/06/28,0.16000000,0.0,0.0,14752814,0.0,0.0,0.0,0
2020,TPEx Listed Company,3349,DEXIN,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/31,2021/06/22,0.17156067,0.0,0.0,5606311,0.40367220,0.0,0.0,1319132
2020,TPEx Listed Company,3354,MICROCOSM,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/09,Not applicable,0.0,0.0,0.30000000,21027428,0.0,0.0,0.0,0
2020,Listed Company,3356,GeoVision,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/22,2021/06/18,1.00000000,0.0,0.0,89825703,0.0,0.0,0.0,0
2020,TPEx Listed Company,3357,TAI-TECH,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/04/29,Not applicable,4.10000000,0.0,0.0,422849400,0.0,0.0,0.0,0
2020,TPEx Listed Company,3360,SUNNIC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/05,2021/05/28,0.82628900,0.0,0.17371100,68707054,0.0,0.0,0.0,0
2020,TPEx Listed Company,3362,ABILITY,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/05/13,2021/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3363,FOCI,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/02/25,Not applicable,1.00000000,0.0,0.0,87073932,0.0,0.0,0.0,0
2020,Public Company,3369,TAK,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/06/23,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3372,TICP,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/02,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3373,Radiant,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/11,2021/06/10,10.00000000,0.0,0.0,432898010,0.0,0.0,0.0,0
2020,TPEx Listed Company,3374,Xintec,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/23,2021/05/27,2.50000000,0.0,0.0,678410790,0.0,0.0,0.0,0
2020,Listed Company,3376,SZS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/28,2021/06/16,4.00000000,0.0,3.00000000,1344184422,0.0,0.0,0.0,0
2020,TPEx Listed Company,3379,TBC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/22,2021/06/29,0.28900000,0.0,0.01100000,11412526,0.0,0.0,0.0,0
2020,Listed Company,3380,Alpha,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/05/07,Not applicable,0.20000000,0.0,0.80000000,541718460,0.0,0.0,0.0,0
2020,TPEx Listed Company,3388,TTC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/09,2021/05/28,4.30000000,0.0,0.0,318462300,0.0,0.0,0.0,0
2020,TPEx Listed Company,3390,SUNFLEX,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/07/15,0.0,0.0,0.20000000,13501012,0.0,0.0,0.0,0
2020,TPEx Listed Company,3402,WHOLETECH,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/19,Not applicable,2.70000000,0.0,0.0,193146368,0.0,0.0,0.0,0
2020,Public Company,3405,JENJAAN,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/13,2021/06/23,0.20000000,0.0,0.0,6055379,0.0,0.0,0.0,0
2020,Listed Company,3406,GSEO,Resolution by the Board of Directors,2020 H2,2020/07/01~ 2020/12/31,1,2021/03/26,Not applicable,10.00000000,0.0,0.0,1118520630,0.0,0.0,0.0,0
2020,Listed Company,3413,Fiti,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/02/26,Not applicable,7.00000000,0.0,0.0,613012785,0.0,0.0,0.0,0
2020,Listed Company,3416,Winmate,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/25,2021/05/28,2.99966886,0.0,0.99988962,289871788,0.0,0.0,0.0,0
2020,Listed Company,3419,WHAYU,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/15,0.50000000,0.0,0.0,60240208,0.0,0.0,0.0,0
2020,TPEx Listed Company,3426,TSE,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/11,2021/06/10,2.00000000,0.0,0.0,52800000,0.0,0.0,0.0,0
2020,TPEx Listed Company,3430,CHITEC,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/23,2021/06/23,0.50000000,0.0,0.0,14576513,0.19999983,0.0,0.0,583060
2020,Listed Company,3432,TAI TWUN,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/05,2021/06/15,0.0,0.0,0.25000000,16646500,0.0,0.0,0.0,0
2020,TPEx Listed Company,3434,ACULA,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/12,2021/05/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Listed Company,3437,AOT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/05/11,2021/06/30,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3438,AAT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/10,2021/05/28,1.50000000,0.0,0.0,70748723,0.0,0.0,0.0,0
2020,TPEx Listed Company,3441,UNIQUE,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/10,2021/05/25,0.0,0.0,0.50000000,20019960,0.0,0.0,0.0,0
2020,Listed Company,3443,GUC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/01/28,2021/05/20,5.00000000,0.0,0.0,670059555,0.0,0.0,0.0,0
2020,TPEx Listed Company,3444,NICHING,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/18,Not applicable,1.80000000,0.0,0.0,70406255,0.0,0.0,0.0,0
2020,Listed Company,3447,XAVi,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/09,Not applicable,1.00000000,0.0,0.0,69546620,0.0,0.0,0.0,0
2020,Listed Company,3450,ELASER,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/19,2021/06/17,1.40000000,0.0,0.0,203953934,0.0,0.0,0.0,0
2020,Listed Company,3454,VIVOTEK,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/23,2021/06/16,2.00000000,0.0,0.0,173135786,0.0,0.0,0.0,0
2020,TPEx Listed Company,3455,UTECHZONE,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/30,Not applicable,3.00000000,0.0,1.00000000,239403000,0.0,0.0,0.0,0
2020,Public Company,3463,FORE SHOT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/27,2021/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3465,NAE,Resolution by the Board of Directors,2020 Q4,2020/10/01~ 2020/12/31,1,2021/02/18,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3466,SKARDIN,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/28,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3479,Avalue,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/25,Not applicable,2.60000000,0.0,0.0,182504827,0.0,0.0,0.0,0
2020,Listed Company,3481,INX,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/05/11,2021/06/24,0.30000000,0.0,0.10000000,4188360673,0.0,0.0,0.0,0
2020,TPEx Listed Company,3483,FCN,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/04,2021/06/16,2.00000000,0.0,0.0,141372350,0.50000002,0.0,0.0,3534309
2020,TPEx Listed Company,3484,SOLTEAM,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/22,3.20000000,0.0,0.0,223156982,0.0,0.0,0.0,0
2020,Emerging Stocks,3485,EF,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/15,1.80000000,0.0,0.0,57177000,0.0,0.0,0.0,0
2020,TPEx Listed Company,3489,Sun Brothers,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/10,2021/06/02,0.30000000,0.0,0.0,24939201,0.0,0.0,0.0,0
2020,TPEx Listed Company,3490,singlewell,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/25,Not applicable,0.70000000,0.0,0.0,39904505,0.0,0.0,0.0,0
2020,TPEx Listed Company,3491,UMT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/10,2021/06/24,1.82000000,0.0,0.68000000,155396655,0.0,0.0,0.0,0
2020,TPEx Listed Company,3492,ACT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/05/11,2021/06/21,0.28000000,0.0,0.0,9948848,0.0,0.0,0.0,0
2020,Listed Company,3494,HiTi,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/30,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3498,USUN,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/24,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3499,GLOBALSAT,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/25,Not applicable,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Listed Company,3501,Well Shin,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/25,Not applicable,2.50000000,0.0,0.0,295644818,0.0,0.0,0.0,0
2020,Listed Company,3504,Young Optics,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/23,2021/06/08,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3508,Ways,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/24,2021/06/17,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Public Company,3509,UNION,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/04,2021/04/14,0.15831082,0.0,0.0,26986182,0.0,0.0,0.0,0
2020,Public Company,3510,AFC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/05,2021/05/14,1.00000000,0.0,0.0,20500000,0.0,0.0,0.0,0
2020,TPEx Listed Company,3511,SIMULA TECH INC,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/26,2021/06/17,0.25000000,0.0,0.0,19993236,0.0,0.0,0.0,0
2020,TPEx Listed Company,3512,Huang Long,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/16,2.00000000,0.0,0.0,168000000,0.0,0.0,0.0,0
2020,Listed Company,3515,ASROCK,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/02/24,Not applicable,8.00000000,0.0,0.0,965139432,0.0,0.0,0.0,0
2020,TPEx Listed Company,3516,ADO,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/16,0.20000000,0.0,0.0,10118043,0.0,0.0,0.0,0
2020,Listed Company,3518,PT TECH.,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/06/16,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3520,JVE,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/19,2021/06/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3521,DataVan,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/06/15,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3522,TOPLUS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/10,2021/06/01,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3523,EFUN,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/18,2021/06/25,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Public Company,3525,Career,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/31,2021/06/21,1.14900000,0.0,0.05100000,18724611,0.0,0.0,0.0,0
2020,TPEx Listed Company,3526,ALLTOP,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/04,2021/06/23,7.72022062,0.0,1.86350153,524993817,0.0,0.0,0.0,0
2020,TPEx Listed Company,3527,MBI,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/09,2021/06/10,2.00000000,0.0,0.0,88890250,0.0,0.0,0.0,0
2020,Listed Company,3528,ANSTEK,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/11,Not applicable,2.90000000,0.0,0.0,190286301,0.0,0.0,0.0,0
2020,TPEx Listed Company,3529,eMemory,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/02/24,2021/06/10,7.50000000,0.0,1.50000000,670550554,0.0,0.0,0.0,0
2020,Listed Company,3530,SOI,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/10,2021/06/16,2.80000000,0.0,0.0,215896520,0.0,0.0,0.0,0
2020,TPEx Listed Company,3531,Shian Yih,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/17,2021/06/16,1.00000000,0.0,0.0,61175011,0.0,0.0,0.0,0
2020,Listed Company,3532,FST,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/23,2021/06/15,2.15000000,0.0,0.0,833873845,0.0,0.0,0.0,0
2020,Listed Company,3533,LOTES,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/24,2021/06/22,13.30000000,0.0,0.0,1376256070,0.0,0.0,0.0,0
2020,Listed Company,3535,Favite,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/24,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3537,PODAK,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/11,Not applicable,2.50000000,0.0,0.0,133911855,0.0,0.0,0.0,0
2020,TPEx Listed Company,3540,Thermaltake,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/15,3.50000000,0.0,0.0,225872654,1.00000000,0.0,0.0,6453504
2020,TPEx Listed Company,3541,CYP,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/24,2021/06/15,1.90000000,0.0,0.10000000,113574284,0.0,0.0,0.0,0
2020,Listed Company,3543,JOCHU,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/15,0.0,0.0,1.20000000,107115780,0.0,0.0,0.0,0
2020,Listed Company,3545,FocalTech,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/04/28,2021/06/24,3.32000000,0.0,0.0,700000000,0.0,0.0,0.0,0
2020,TPEx Listed Company,3546,USERJOY,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/24,2021/06/23,4.68057760,0.0,0.0,214760716,0.50000000,0.0,0.0,2294169
2020,TPEx Listed Company,3548,JARLLY,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/05/06,Not applicable,2.50000000,0.0,0.0,150303495,0.0,0.0,0.0,0
2020,Listed Company,3550,COPARTNER,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/26,2021/06/25,0.50000000,0.0,0.0,42500000,0.0,0.0,0.0,0
2020,TPEx Listed Company,3551,SHT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/06/23,1.00000000,0.0,1.20000000,124904758,0.0,0.0,0.0,0
2020,TPEx Listed Company,3552,TUNG THIH,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/05/12,2021/06/29,1.50000000,0.0,0.0,128389424,0.0,0.0,0.0,0
2020,TPEx Listed Company,3555,BaaS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/11,2021/06/22,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3556,EETI,Cash dividend resolved by the Board of Directors and stock dividend ratified by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/09,2021/05/28,3.15000000,0.0,0.0,187326327,0.30000000,0.0,0.0,1784060
2020,Listed Company,3557,JiaWei,Resolution by the Board of Directors,2020 Q4,2020/10/01~ 2020/12/31,1,2021/03/12,Not applicable,3.65000000,0.0,0.0,263896515,0.0,0.0,0.0,0
2020,TPEx Listed Company,3558,Senao Networks,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/05/03,2021/06/16,4.00000000,0.0,0.0,196243524,0.0,0.0,0.0,0
2020,Listed Company,3563,MACHVISION,Resolution by the Board of Directors,2020 H2,2020/07/01~ 2020/12/31,1,2021/02/03,Not applicable,0.0,0.0,9.00000000,402554106,0.0,0.0,0.0,0
2020,TPEx Listed Company,3564,AEWIN,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/05/04,Not applicable,0.60000000,0.0,0.0,35473860,0.0,0.0,0.0,0
2020,TPEx Listed Company,3567,ETREND,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/12,2021/06/17,2.00000000,0.0,0.0,67908000,0.0,0.0,0.0,0
2020,TPEx Listed Company,3570,OITC,Resolution by the Board of Directors,2020,2020/01/01~ 2020/12/31,1,2021/03/22,Not applicable,5.20000000,0.0,0.0,88904400,0.0,0.0,0.0,0
2020,Public Company,3572,TERAWINS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/16,2021/05/31,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,Listed Company,3576,URE,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/25,2021/05/07,0.0,0.0,0.0,0,0.0,0.0,0.0,0
2020,TPEx Listed Company,3577,ICP DAS,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/19,2021/06/11,0.70000000,0.0,0.0,37004924,0.0,0.0,0.0,0
2020,TPEx Listed Company,3580,UVAT,Ratification by the Shareholders' Meeting,2020,2020/01/01~ 2020/12/31,1,2021/03/17,2021/06/28,1.30000000,0.0,0.0,50011854,0.0,0.0,0.0,0
